AEP_MW
13478
12865
12577
12517
12670
13038
13692
14297
14719
14941
15184
15009
14808
14522
14349
14107
14410
15174
15261
14774
14363
14045
13478
12892
14097
13667
13451
13379
13506
14121
15066
15771
16047
16245
16377
16138
15886
15503
15206
15049
15161
16085
16508
16306
16223
15931
15207
14316
15223
14731
14503
14432
14531
15087
16018
16968
17149
17261
17194
17011
16749
16546
16403
16161
16380
17330
17738
17468
17093
16736
15984
14900
17580
17158
17002
16923
17191
17908
18944
19752
19882
19544
19309
18756
18201
17666
17203
16935
17207
18349
18815
18599
18480
18135
17112
16047
16718
16150
16090
16223
16652
17317
18384
19366
19772
19792
19697
19193
18640
18066
17692
17522
17933
19353
20046
20127
20049
19751
19038
18133
15059
14617
14452
14465
14561
14862
15318
15865
16421
16751
16521
16047
15790
15702
15488
15607
16012
17243
17922
18064
18086
17834
17392
16842
16669
16218
16135
16107
16229
16470
16935
17548
17927
17837
17453
16891
15967
15088
14564
14394
14745
15856
16502
16678
16842
16621
16167
15676
15645
15265
15138
15068
15122
15441
15967
16628
17122
17621
17501
17122
16600
16206
15844
15762
16092
17048
17456
17407
17474
17772
17618
17147
15358
14851
14441
14105
14048
14394
15034
15783
16231
16576
16912
16991
16793
16764
16643
16666
16869
17916
18424
18343
18340
18011
17340
16383
15670
15135
14997
14929
15256
16174
17483
18645
18866
18802
18457
18021
17687
17590
17471
17406
17592
18668
19040
18819
18483
18381
17461
16353
18740
18247
17906
17749
17900
18590
19716
20555
20218
19783
19452
18866
18383
17945
17591
17362
17619
18664
19088
18998
18773
18394
17622
16484
19050
18940
19015
19178
19494
20392
21616
22554
22577
22321
22055
21388
21035
20542
20362
20119
20505
21373
22188
22038
21752
21621
20919
19554
14619
14245
14082
14123
14253
14437
15197
16025
16742
17345
17400
17291
17473
17464
17461
17683
18211
19749
20439
20805
20840
20670
20300
19719
16053
15562
15439
15498
15743
16126
16793
17583
18108
18035
17599
17022
16390
15921
15619
15475
16039
17080
17479
17431
17458
17162
16561
15645
15893
15503
15315
15264
15596
16544
18227
19281
19052
18758
18254
17654
17236
16818
16450
16250
16581
17953
18650
18653
18645
18444
17832
16906
17381
17048
16862
16876
17185
18127
19901
20605
20312
19945
19364
18559
17977
17693
17396
17246
17669
18921
19446
19506
19477
19068
18062
16826
17126
16709
16618
16546
16905
17889
19542
20491
20295
19843
19422
19050
18519
18301
17748
17696
18153
19645
20441
20502
20486
20274
19304
18139
16704
16281
16064
16155
16500
17338
18923
19920
19679
19432
19293
19182
19022
18917
18750
18749
19204
20431
20996
20837
20689
20285
19248
18021
14308
14116
14021
14052
14408
15501
17190
18404
18474
18536
18575
18493
18435
18492
18438
18484
18945
20103
20564
20447
20311
19814
18762
17504
14153
13683
13427
13373
13460
13704
14157
14802
15422
15757
15688
15728
15848
15678
15388
15505
16012
16918
17200
17245
16986
16650
15860
14939
13881
13431
13099
13042
13204
13629
14268
15105
15708
16234
16452
16327
16159
16012
15889
15814
16382
17323
17381
17048
16902
16611
15910
14948
13815
13451
13122
13096
13333
14167
15812
16831
16861
16645
16593
16493
16361
16226
16044
15886
16221
17147
17256
17051
16840
16587
15789
14772
14507
14036
13918
13839
14140
14968
16659
17512
17473
17338
17417
17334
17280
17233
17047
17037
17392
18054
18180
17854
17699
17106
16127
14876
13277
12886
12670
12680
12980
13932
15795
16793
16628
16538
16466
16169
15988
15800
15568
15505
15918
17343
17776
17822
17875
17503
16477
15259
13562
13150
12930
12823
12963
13915
15577
16630
16554
16597
16431
16223
16054
15787
15538
15484
15782
16935
17249
17045
16958
16499
15426
14223
13563
13318
13204
13239
13556
14605
16104
17348
17211
17212
17260
17153
16879
16645
16432
16494
16755
17682
17901
17700
17382
16851
15682
14402
13960
13536
13430
13377
13484
13797
14271
14826
15369
15322
14774
14296
14018
13725
13488
13549
14089
15557
16124
16111
16216
15723
14975
14180
15123
14748
14662
14540
14626
15196
15893
16632
17069
16887
16460
15850
15261
14884
14602
14500
14812
16172
16364
16494
16418
16078
15557
14662
15309
14792
14581
14599
14848
15751
17454
18324
18082
17687
17439
16952
16601
16348
16038
15891
16114
17334
17888
17729
17782
17617
16824
15864
15575
15243
15087
15022
15354
16227
18049
18943
18728
18225
17885
17258
16796
16399
15969
15839
16290
17567
18361
18458
18338
18064
17061
16047
14133
13700
13396
13353
13588
14460
16015
16999
17017
17003
17147
16914
16620
16321
15997
15972
16284
17657
18428
18400
18384
18078
17174
16165
14437
14061
13843
13818
14062
14942
16480
17314
17206
17120
17065
16863
16814
16749
16616
16787
17233
18123
18388
18189
17797
17247
16103
14902
14484
14185
14003
14075
14413
15361
16980
17907
17740
17617
17486
17275
17079
16999
16737
16660
16922
17949
18246
18179
17914
17355
16441
15234
12678
12292
12015
11934
12077
12253
12690
13423
14082
14509
14606
14716
14567
14565
14347
14318
14675
15910
16406
16582
16447
16162
15528
14837
13163
12878
12648
12607
12859
13113
13717
14321
14807
15000
14857
14443
14237
13888
13793
13907
14364
15281
15417
15368
15237
14906
14229
13428
13332
13123
13091
13156
13402
13919
14563
15072
15427
15493
15247
14915
14691
14366
14027
13989
14218
15132
15465
15375
15231
15008
14445
13781
12244
11750
11480
11438
11427
11657
12183
12850
13747
14652
15072
14980
14262
13472
13036
12847
12962
13618
14104
14314
14500
14583
14279
13784
12829
12420
12192
12146
12349
13180
14564
15665
15943
16226
16332
16350
16202
16062
15836
15663
15679
16202
16360
16068
15811
15325
14345
13165
13158
12767
12539
12462
12655
13484
15037
15885
15803
15860
15942
15784
15615
15500
15257
15161
15357
16153
16388
16224
15980
15497
14650
13661
12645
12352
12189
12212
12530
13369
14984
15915
15966
16017
16015
15776
15676
15523
15226
15140
15380
16321
16726
16604
16360
15855
14902
13871
11839
11343
11095
11053
10998
11306
11666
12352
12989
13427
13411
13399
13409
13394
13183
13186
13502
14467
14931
14937
14814
14490
13848
13160
12409
11868
11606
11585
11604
11901
12397
13130
13816
14252
14419
14392
14137
13920
13714
13581
13854
14598
14640
14316
14143
13759
13159
12471
13089
12652
12381
12318
12559
13303
14939
15854
15842
15958
15965
15806
15712
15628
15444
15192
15341
15931
15856
15540
15252
14898
14124
13167
13181
12655
12660
12555
12811
13625
15270
16160
16119
16052
16219
16074
16003
15873
15771
15650
15839
16542
16822
16630
16303
15802
14799
13771
13547
13224
13090
13047
13301
14090
15790
16594
16440
16345
16251
16072
15924
15832
15697
15714
16072
16773
16899
16782
16479
15967
14929
13910
14221
13842
13705
13668
13992
14773
16390
17175
17039
16959
16830
16452
16347
16168
15926
15732
16016
16783
17161
16963
16707
16130
15351
14269
14126
14036
14060
14252
14747
15767
17495
18161
17962
17580
17167
16659
16276
15959
15681
15497
15723
16714
17269
17344
17159
16677
15726
14877
13754
13528
13497
13572
13681
14001
14490
15050
15337
15186
14614
14250
13986
13659
13365
13241
13570
14811
15629
15877
15870
15649
14996
14470
13655
13368
13192
13118
13221
13611
14192
14701
15171
15406
15375
15012
14598
14279
13829
13780
14022
14996
15634
15679
15587
15399
14835
14257
13823
13493
13245
13201
13382
14232
15727
16515
16697
16765
16721
16597
16468
16287
16091
15888
15803
16546
16877
16580
16369
16227
15318
14434
13727
13447
13341
13330
13597
14394
15955
16668
16621
16606
16377
16365
16224
16167
16113
16134
16310
17013
17321
17159
16847
16369
15488
14636
14753
14485
14400
14454
14692
15690
17290
17897
17583
17252
16923
16475
16221
16028
15643
15517
15711
16597
17045
16887
16709
16153
15267
14373
14629
14279
14354
14340
14729
15675
17263
18034
17752
17332
17044
16573
16365
16104
15926
15639
15843
16869
17629
17718
17598
17190
16360
15367
12306
12052
12110
12202
12557
13638
15465
16248
16261
16199
16248
16035
15818
15715
15516
15287
15491
16490
17380
17450
17306
16945
16027
15170
12252
11879
11706
11707
11789
12007
12452
12903
13398
13408
13155
13042
13009
12867
12629
12620
12849
13733
14397
14525
14294
13901
13320
12703
13503
13159
12988
12987
13076
13487
14160
14635
15098
15074
14809
14447
14083
13759
13380
13214
13254
14047
14579
14053
14299
13974
13420
12804
13305
12993
12756
12824
13119
14071
15761
16274
15996
15962
15768
15606
15519
15316
14723
15201
14895
15547
16177
16039
15890
15669
14964
14141
12892
12382
12367
12357
12521
13426
15050
15857
15857
16055
16113
16065
16000
15881
15703
15664
15835
16471
16796
16693
16369
15890
14952
14038
12529
12096
11918
11887
12142
12907
14509
15250
15341
15672
15818
15723
15698
15628
15385
15254
15407
16019
16574
16402
16099
15616
14532
13253
12494
11988
11802
11803
11951
12788
14132
14760
15083
15266
15600
15737
15904
15856
15820
15689
15743
16257
16627
16237
15954
15173
14194
13183
11730
11434
11383
11372
11697
12751
14513
15300
15467
15630
15782
15452
15344
15312
15130
15032
15232
15610
16072
15899
15774
15439
14194
13165
11433
10318
10263
10296
10508
10975
11548
12202
12671
12770
12821
12822
12902
12802
12688
12830
13380
14067
13930
13843
13341
12831
12181
12200
11676
11297
11036
10996
11212
11683
12416
13002
13572
14004
14066
13948
13763
13572
13549
13577
13518
13684
13978
13929
13519
12902
12187
12510
12022
11753
11530
11744
12355
13861
15040
15295
15491
15539
15530
15571
15507
15397
15071
15134
14942
15103
15460
15198
14782
14057
13084
12604
12127
11815
11671
11868
12574
14134
15213
15261
15337
15399
15359
15401
15364
15260
15143
15028
14908
15091
15637
15581
15309
14353
13355
12652
12211
11906
11826
11979
12741
14106
15258
15459
15438
15506
15499
15524
15441
15242
15062
15063
15085
15453
16008
15873
15408
14452
13427
12753
12287
12101
12035
12351
13058
14710
15936
15915
15776
15715
15588
15505
15510
15399
15261
15148
15085
15536
16222
16118
15640
14621
13580
11985
11730
11603
11734
11902
12697
14355
15533
15637
15685
15731
15743
15658
15660
15557
15446
15430
15298
15480
16187
15987
15448
14439
13421
11740
11209
10882
10812
10789
10909
11170
11727
12197
12563
12849
13006
13102
13075
12924
12798
12820
13024
13369
14244
14079
13698
13155
12514
12363
11960
11601
11565
11600
11849
12425
13119
13648
14158
14369
14233
14022
13939
13665
13529
13585
13693
13962
14344
14186
13814
13226
12387
12627
12233
11969
11913
12151
12848
14310
15556
15588
15655
15639
15517
15404
15269
15177
14828
14695
14610
14790
15311
15066
14755
14110
13264
12598
12148
11764
11700
11823
12598
14139
15348
15356
15393
15485
15523
15403
15388
15128
15006
14943
14988
15340
15921
15886
15386
14437
13446
12799
12321
12096
11896
12017
12693
14110
15276
15406
15466
15482
15509
15497
15475
15502
15264
15265
15247
15562
16076
15916
15416
14511
13365
13133
12687
12414
12456
12469
13163
14579
15658
15765
15761
15897
15883
15817
15855
15593
15353
15425
15354
15596
16161
16005
15622
14685
13664
12830
12584
12576
12655
12942
13815
15509
16596
16756
16831
16794
16729
16654
16589
16408
16246
16279
16469
16745
17003
16698
16115
15152
14044
12400
12098
11976
11896
11938
12152
12505
13089
13682
13947
13747
13492
13395
13124
12893
12695
12691
12814
13336
14425
14688
14372
13900
13241
12779
